id,Nom commercial,Raison sociale,Motif Hors ligne,En ligne,Zone,Nom de la commune,Adresse,Site web,Groupe catégorie,Nom catégorie,Nom sous catégorie,Localisations,Code postal,Bureau postal,Lieux-dits,Prestations sur place,Prestations à proximité,Mode de paiement,Langues,Fixe,Mobile,Autre téléphone,Fax,E-Mail,Capacité,Classement,Accroche,Descriptif,Descriptif du plan d'accès,Jours et horaires d'ouverture,Labels,Date de création - Etablissement,Date de fermeture,Fournisseur - Nom,Fournisseur - SIRET,Fournisseur - adresse,Fournisseur - contacts,Fournisseur - date de création,Fournisseur - Code postal,Fournisseur - Bureau,Fournisseur - Code NAF,Fournisseur - Chambre consulaire,Fournisseur - Forme juridique,Fournisseur - CFE,Nb Produits,Coordonnées GPS,Liste URL moteur,Tarif Montant,Tarif libellé,Num taxe de séjour,Descriptif OTI,Accroche OTI,Status,commentaire,Date de derniere modification,Colones modifiées,Aire d'adhésion
rech5cqzU6ONX2AVL,Coopérative Agricole des Huiles Essentielles de Bourbon - CAHEB,,,oui,sud,Le Tampon,"83 rue Kerveguen, 97430 Le Tampon - Tampon",http://www.geranium-bourbon.com,Découverte,Patrimoine agricole ; Patrimoine culturel,Plantation ; Visite guidée,"Milieu rural,Centre ville",97430,Le Tampon,Tampon,"visites pédagogiques , sur réservation , matériel pour l'activité , jardin , parking autocar , ateliers , boutique","commerce alimentaire,site - lieu culturel,arrêt bus","Espèces,Carte Bancaire","français,créole",0262270227,,,,secretariat.caheb@gmail.com,,,"Visite du jardin aux senteurs, découverte des huiles essentielles de Bourbon, création d'un parfum et divers ateliers tels que atelier découverte olfactive et atelier découverte gustative.","Visite guidée (du lundi au vendredi à 15h) du jardin de plantes à parfum (durée d'une demi heure) puis explications sur le procédé de distillation du géranium et du vétyver. Pour les séances de création de parfums et les ateliers, la réservation est impérative. Pour assister à une distillation, il est préférable de réserver et de s'inscrire.",,"Lundi , Mardi , Mercredi , Jeudi , Vendredi",,,,Mme Marie Rose Severin,44965519000014,Mme Marie Rose Severin: 97430 Le Tampon ,Mme Marie Rose Severin : secretariat.caheb@gmail.com - 0262270227,,,,,,,,,"-21.287163, 55.520518",,,,,,,,,,,
recd35RAACGXmxl78,Couteaux Bourbon,,,oui,sud,Le Tampon,"72  Rue Georges Hoarau, 97430 Le Tampon - Trois Mares",https://couteauxbourbon.com/,Loisirs - se divertir,Artisanat,Art & Artisanat,Milieu rural,97430,Le Tampon,Trois Mares,"visites pédagogiques , matériel pour l'activité , artiste","commerce alimentaire,parking public","Chèque,Espèces,Carte Bancaire","français,créole,anglais,espagnol",,0692047245,,,couteauxbourbon@gmail.com,,,Couteaux forgés main à l'Ile de la Réunion,"Samuel Hoarau est un coutelier - forgeron du Tampon. Cet artisan s'adonne à la fabrication de couteaux de table, de cuisine, de chasse, avec des matériaux locaux, forgés et montés main. Gravure sur lame et autres supports. Point de vente sur les diverses expositions artisanales Fait-Main, Expo-Bois, etc. Magasin au Tampon",,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,Mr Samuel Hoarau,44298844000024,"Mr Samuel Hoarau: 72 Rue Georges Hoarau, 97430 Le Tampon - Trois Mares",Mr Samuel Hoarau : couteauxbourbon@gmail.com - 0692047245,,,,,,,,,"-21.258750, 55.497109",,,,,,,,,,,
recpWLGMBuY5J6L6j,Bilimbi,,,non,sud,Saint-Joseph,"114  Rue Victor Hugo, 97480 Saint-Joseph - Langevin",https://www.bilimbi.re/,Hébergement,Location saisonnière,Gîte & Villa,"Milieu rural,Littoral",97480,Saint-Joseph,Langevin,"jardin clôturé , parking , parking sécurisé , salon , Cafetière , barbecue , climatisation , lave linge privatif , salle de bain privée , TV , ventilateur , linge de maison , lave vaisselle , micro-ondes , wifi , four , terrasse , linge de toilette , accès internet","sentier de randonnée,riviere,point de vue panoramique,commerce alimentaire,commerces,station essence,Restauration,Point chaud",,français,,0692052007,,,contact@bilimbi.re,8,,Le bilimbi  vous accueille pour un séjour agréable à l’île de la Réunion  !,"Le meublé est indépendant et fonctionnel avec stationnement privé, portail automatique…
La maison de vacances se compose de 
3 chambres (dont deux climatisées et une ventilée.
Situé à quelques mètres du pont de la Rivière Langevin.
Le meublé permet de profiter du calme, du cadre environnant et de s’immerger naturellement dans la culture créole pour y découvrir le temps d’un séjour les subtilités et l’art de vivre de l’île.",,,,,,Mr Raphaël Volsan,,"Mr Raphaël Volsan: 114 Rue Victor Hugo, 97480 Saint-Joseph - Langevin",Mr Raphaël Volsan : contact@bilimbi.re - 0692052007,,,,,,,,,"-21.382189, 55.643679",,,,CSC344HT@,,,,,,,
recMMMvP8mGoaRGgO,DG-TROT,,,non,sud,Saint-Joseph,"54  Rue Raphael Babet, 97480 Saint-Joseph",,Loisirs - se divertir,Services,V.T.T. - Autres cycles,Centre ville,97480,Saint-Joseph,,Location en libre - service de trottinettes,"sentier de randonnée,parking public,site - lieu culturel,point de vue panoramique,commerce alimentaire,arrêt bus,centre ville de Saint-Joseph",Carte Bancaire,français,,0692464581,,,dgtrot@gmail.com,,,Location de trottinettes électriques en libre-service sur Saint-Joseph.,"Il y a deux points de retrait/ remise : à la mairie même et au niveau du stade Raphaël Babet, retrait de 6h à 20h. Via une application à télécharger sur le smartphone. Un numéro d’assistance est précisé sur ces bornes en cas de besoin pour quoi que ce soit. Service téléphonique en français et en anglais",En face de la mairie de Saint-Joseph et au niveau du stade Raphaël Babet,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,Mr Denis Hoareau,85328454500029,"Mr Denis Hoareau: 54 Rue Raphael Babet, 97480 Saint-Joseph ",Mr Denis Hoareau : dgtrot@gmail.com - 0692829380,,,,,,,,,"-21.3811014,55.6110811",,,,,,,,,,,
3a3f3d60,TAMAR'INN,,,oui,sud,Le Tampon,"152 chemin du Champ de Foire, 97418 Le Tampon - bourg murat",https://beds24.com/booking2.php?propid=151283&fbclid=IwAR3xHykd3eo-zWehAa4oJZ5t4AE5LaNFuYKVX12U2EXQPQ7RjERqBsaAnZk,Hébergement,Location saisonnière,Bungalow & Chalet,Village des Hauts,97418,La Plaine des Cafres,bourg murat,"petit déjeuner créole ou classique , terrasse , sauna , jacuzzi , chauffage , salle de bain privée , TV , linge de maison , salon , wifi","ferme équestre,sentier de randonnée,point de vue panoramique,commerce alimentaire,forêt,restaurants,Maison du Volcan,Volcan le piton de la fournaise","Virement,Espèces,Carte Bancaire","français,créole,anglais (Basique (Nv.1))",,0692 60 95 64,,,tamarinn974@gmail.com,9,,"Situé au début de la route du Volcan avec une belle vue sur le Piton des Neiges, Tamar'INN propose 3 chambres haut de gamme sous forme de chalets privatifs.","Chaque chambre est équipée d'une literie King size confortable, du chauffage, d'une salle de bain avec baignoire et douche, (douche uniquement pour un chalet), d'un coin salon, un espace dressing avec porte bagage.
Les chalets disposent d'une terrasse privative équipée d'un jacuzzi et d'un sauna et un espace extérieur avec une table et 2 chaises.
Le petit-déjeuner est composé de viennoiserie, pain, fruits, jus et boissons chaudes, (pas compris dans le tarif nuitée).
Les repas du soir ne sont pas proposés, les clients peuvent ramener à emporter et boissons. 
Plusieurs adresses de restaurants à proximité.","A 800 m de la Nationale 3, rue Maurice et Katia Kraff, accès direct depuis le chemin de Foire.",,,19/9/2022,,Mr Matthieu PAYET,83150611800015,"Mr Matthieu PAYET: 152 chemin Champ de Foire, 97418 La Plaine des Cafres ",Mr Matthieu PAYET : tamarinn974@gmail.com - 0692 60 95 64,,,,,,,,,"-21.202419, 55.581593",,,,CSC522HT@,,,,,,,
recsMK9lTsyDsnNal,Gite Cascade Les 3 Galets,,,non,sud,Saint-Joseph,"18  Chemin de Cap Blanc, 97480 Saint-Joseph - Village de Grand Galet",,Hébergement,Gîte d'étape et de randonnée,Gîte de groupe,Village,97480,Saint-Joseph,Village de Grand Galet,"repas originaux et traditionnels , Cafetière , parking , petit déjeuner créole ou classique , frigo , lave-linge , vue montagne , jardin arboré , jardin clôturé , douche","sentier de randonnée,sentier de grande randonnée,riviere,forêt,bassin",Espèces,"français,créole",,0692603492,,,jeanjacques.marcourt@orange.fr,15,,Le Gite cascade 3 galets à grand galet dans les hauts de Langevin Saint-Joseph à coté d'une rivière.,"Le gite dispose de 3 chambres (2 de 6 et 1 de 3). Découvrez les alentours avec votre hôte: des balades, des bassins, la rivière qui est à 1 h de marche.
Le gîte propose repas et si vous le souhaitez , le matin au petit déjeuner en + du pain, café, thé, lait, un riz chauffé vous sera proposé. 
Venez découvrir les charmes de la nature . 
Sous Réservation prix du coucher( 25€/pers, repas 25€/ pers ( _ 12 ans 10€), pti déj 5€",Nous sommes dans le village de grand galet au numéro 18 chemin cap blanc. Quand vous venez du volcan si vous faites la descente à partir de la plaine des sables vous arrivez sur grand galet dans le village.,,,,,Mr Jean-Philippe Mussard,83522237300010,"Mr Jean-Philippe Mussard: 18 Chemin de Cap Blanc, 97480 Saint-Joseph ",Mr Jean-Philippe Mussard : jeanjacques.marcourt@orange.fr - 0692603492,,,,,,,,,"-21.310626, 55.640507",,,,CSC203HT@,,,,,,,AD2R
rec5vqdPwSdrFzsvs,Dimitile Hôtel,,,oui,sud,Entre-Deux,"30  Rue Bras Long, 97414 Entre-Deux - Bras Long",https://hotel-ledimitile.com/,Hébergement,Hôtel,Hôtel,Village,97414,Entre-Deux,Bras Long,"petit déjeuner créole ou classique , Cafetière , bouilloire , douche , baignoire , ventilateur , Massages bien être , salle de réunion - séminaire , salle à manger , terrasse , mobilier d'extérieur , balcon , espace de restauration , restauration , vue montagne , articles de toilette , linge de maison , linge de toilette , jeux , espace spa - bien être , SPA , piscine chauffée , bar , climatisation , jardin , parking , téléphone , TV satellite , wifi , coffre-fort , mini-bar , pressing , service de blanchisserie , service de bagagerie , réception","sentier de randonnée,point de vue panoramique,sentier de grande randonnée,site - lieu culturel,sites touristiques,Centre - Ville,arrêt bus,poste - boite aux lettres,station service,boulangerie,Point chaud,épicerie,snack,transports en commun,pharmacie,médecin,tabac presse,restaurants","Carte Bancaire,Chèque,Espèces","français,créole,anglais,allemand,espagnol",0262 39 20 00,,,,contact@hotel-ledimitile.com,87,4 Etoile(s),"Au cœur du village de l’Entre-Deux, Le Dimitile Hôtel & Spa est un condensé de confort et de charme au pied du massif du Dimitile.","Entièrement rénové, l’établissement propose 38 chambres dont 4 suites :
- Chambres doubles
- Chambre supérieure avec vue piscine ou avec vue panoramique
- Suite junior
- Chambre supérieure triple vue piscine

** Piscine **
Détendez-vous autour de notre piscine chauffée et équipée de jets hydromassants.
Réservée aux clients de l’hôtel, la piscine est ouverte de 8h à 19h.

** Événements **
Pour organiser vos réunions de travail, vos séminaires ou autres événements privés.
Un espace événementiel modulable de 80 m² avec 3 configurations possibles, pouvant accueillir 40 personnes assises et jusqu’à 60 personnes en cocktail vous accueille.

Il existe aussi des formules à la journée:
- Journée détente à partir de 45€/pax
- Pool and Breakfast à partir de 65€/pax","Depuis l’aéroport de Roland Garros (Saint-Denis) : prendre la direction de Saint-Pierre par la Route des Tamarins. Arrivé à l'Etang-Salé, poursuivre sur la RN 1 jusqu'à la sortie Saint-Louis (c'est-à-dire après le pont qui enjambe la rivière Saint-Etienne). Cette sortie indique la Ravine des Cabris, l'Entre-Deux et Pierrefonds. Passer au-dessus de la 4 voies. Au rond-point, continuer tout droit sur le CD 26. Suivre les signalétiques. Compter environ une heure de route entre Saint-Denis et l'Entre-Deux.",,"Tourisme & Handicap,Qualité Tourisme Ile de La Réunion,Qualité Tourisme,Ecolabel Européen",,,Mr Stéphane Calçada,84051265100026,"Mr Stéphane Calçada: 30 Rue Bras Long, 97414 Entre-Deux ",Mr Stéphane Calçada : direction@hotel-ledimitile.com - 0262392000,,,,,,,,,"-21.24450866636792, 55.4703752918730",,,,CSC7HTG,,,,,,,AD2R
rechmcunWsnk7RIUK,Alti Merens,,,oui,sud,Le Tampon,"120 rue alfred lacroix, 97418 Le Tampon - La Plaine des Cafres",https://www.scealesplatanes.com/,Loisirs - se divertir,Terre,Centre d'équitation,"Village,Montagne,Milieu rural",97418,La Plaine des Cafres,La Plaine des Cafres,"parking , salle de réunion - séminaire , matériel pour l'activité , grand espace","sentier de randonnée,commerce alimentaire,équitation,parking public,point de vue panoramique,forêt,sites touristiques,arrêt bus,station service,boulangerie,Point chaud,épicerie,snack,transports en commun,banque - guichet automatique,Maison du Volcan","Chèque,Espèces","français,anglais,allemand,portugais,espagnol",,,,,scea.lesplatanes@gmail.com,,,"La SCEA Les Platanes, Centre Equestre Alti-Merens propose des balades tous niveaux, des randonnées (1 ou 2 jours), et des cours d'équitation.","Depuis plus de 20 ans, nous partageons notre passion pour rendre les fabuleux paysages du Parc National des hauts de l'ile de la Réunion faciles et accessibles.

Nous faisons également de l'élevage. La majorité de nos chevaux sont nés sur site.

Nos chemins de balades dans la forêt et les plaines permettent de retrouver le calme, la nature et d'oublier toute forme de civilisation.

Lors de randonnée nous proposons de rejoindre le volcan et galoper sur son sable noir.

Nous proposons des moments de tranquillité, bien être en connexion avec la nature, seul en famille ou entre amis pour partager une aventure inoubliable.

*******
Possibilité de réserver une salle de séminaire (environ 30 pax) / séminaire d'entreprise à la demande 

*******

Pour plus d'informations sur les tarifs des prestations voir le site internet : https://www.scealesplatanes.com/

ATTENTION PMR > en fonction du profil/spécificité (autiste, TDAH...)","Depuis le Sud : prendre la RN 3 en direction du Tampon/Plaine des Cafres et aller jusqu'au 26ème km. Au panneau ""Centre équestre Alti Mérens"", tourner à droite dans le chemin.
Depuis les Plaines : suivre la RN 3, traverser le village de Bourg Murat, rouler encore 1 km. Au panneau ""centre équestre Alti Mérens"", tourner à gauche dans le chemin. ","Lundi , Mercredi , Vendredi , Samedi , Dimanche",,,,Mme Audrey FONTAINE,44346872300020,"Mme Audrey FONTAINE: 120 rue Alfred Lacroix, 97418 La Plaine des Cafres ",Mme Audrey FONTAINE : scea.lesplatanes@gmail.com - 0693 39 17 40,,,,,,,,,"-21.212183, 55.566693",,,,,,,,,,,AD2R
recwhRDfmwSLBFmGp,Allon Bat A Pat Rando,,,oui,sud,Le Tampon,"45 Impasse Gustave Courbet, 97430 Le Tampon",http://www.allonbatapat-rando.fr,Loisirs - se divertir,Terre,Randonnée pédestre,,97430,Le Tampon,,"vue montagne , visites pédagogiques , sur réservation","sentier de randonnée,point de vue panoramique","Chèque,Espèces","français,créole,anglais",,0692879516,,,allonbatapat@orange.fr,,,"Sorties guidées en montagne, à la découverte du patrimoine mondial de l'île intense.
Allon Bat A Pat propose différentes randonnées ou guidages touristiques/mini rando encadrées par un accompagnateur en montagne diplômé d'Etat d'Alpinisme.","Ces sorties ""guidées"" permettent la découverte complète des différentes facettes de l'île (histoire, volcanisme, flore, faune, traditions...) dans la bonne humeur.
Randos découvertes à la journée programmée (départ dès la première personne) : forêt de Bélouve - Trou de Fer (le lundi), la Fournaise (le jeudi), Piton cabris - forêt des Makes (le vendredi), rando du jour du samedi (Dimitile, Grand Bassin, volcan à thème, etc...).
Prestations à la demande possibles  à partir de 2 personnes : rando journée, 2 jours, guidages touristiques/mini rando, sorties privatives et circuits sur toute l'île selon disponibilités et réservations en cours.
Possibilité de transferts en minibus, tarifs sur demande.
Engagement accompagnateur en montagne pour les groupes (à partir de 4 pers.).","Contacter Allon Bat A Pat Rando pour les points de rendez-vous, différents selon les randonnées.",,Qualité Tourisme Ile de La Réunion,,,Mr Patrick Leu,44363784800013,"Mr Patrick Leu: Impasse Gustave Courbet, 97430 Le Tampon ",Mr Patrick Leu : allonbatapat@orange.fr - 0692879516,,,,,,,,,"-21.261855, 55.521016",,,,,,,,,,,
recwJL4wMZc8BUN4B,Z'Escargots des Hauts,,,oui,sud,Le Tampon,"110  Chemin Avril Benard Louvins, 97430 Le Tampon - Pont d'Yves",http://www.zescargots-des-hauts.fr,Loisirs - se divertir,Terroir,Produits du terroir,Littoral,97430,Le Tampon,Pont d'Yves,"boutique , visites pédagogiques , matériel pour l'activité",,"Chèque,Espèces","français,anglais",0262273201,,,,nadine.mcgrondin@gmail.com,,,"situé au Tampon, Z'Escargots des Hauts propose la visite de l'élevage des escargots gros et petits dris à la ferme.","Transformation et la vente de ces escargots en produits cuisinés, tels que les traditionnels escargots en coquille (avec beurre bourguignon), les coquilles aux cinq beurres, les brochettes d'escargot, les feuilletés d'escargot ainsi que les profiteroles à la mousse d'escargot... .",,"Lundi , Mardi , Mercredi , Jeudi , Vendredi , Samedi , Dimanche",,,,Mme Nadine Grondin,78881337600019,"Mme Nadine Grondin: 110 Chemin Avril Benard Louvins, 97430 Le Tampon - Pont d'Yves",Mme Nadine Grondin : nadine.mcgrondin@gmail.com - 0692668477,,,,,,,,,"-21.236061, 55.518108",,,,,,,,,,,AD2R
