path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
ClassificationSousCategorieRestaurants.ThesLibelle,relation,ClassificationSousCategorieRestaurants,ThesLibelle,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieRestaurants.ThesOrdre,relation,ClassificationSousCategorieRestaurants,ThesOrdre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieRestaurants.ThesPicto,relation,ClassificationSousCategorieRestaurants,ThesPicto,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Classificationsouscategories.ID,relation,Classificationsouscategories,ID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Classificationsouscategories.Ordre,relation,Classificationsouscategories,Ordre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Classificationsouscategories.SyndicObjectId,relation,Classificationsouscategories,SyndicObjectId,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Classificationsouscategories.ThesCode,relation,Classificationsouscategories,ThesCode,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
Classificationsouscategories.ThesID,relation,Classificationsouscategories,ThesID,hebergement,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Classificationsouscategories.ThesLibelle,relation,Classificationsouscategories,ThesLibelle,hebergement,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
Classificationsouscategories.ThesOrdre,relation,Classificationsouscategories,ThesOrdre,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Classificationsouscategories.ThesPicto,relation,Classificationsouscategories,ThesPicto,hebergement,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieServicess.ID,relation,ClassificationSousCategorieServicess,ID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieServicess.Ordre,relation,ClassificationSousCategorieServicess,Ordre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieServicess.SyndicObjectId,relation,ClassificationSousCategorieServicess,SyndicObjectId,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieServicess.ThesCode,relation,ClassificationSousCategorieServicess,ThesCode,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieServicess.ThesID,relation,ClassificationSousCategorieServicess,ThesID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieServicess.ThesLibelle,relation,ClassificationSousCategorieServicess,ThesLibelle,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieServicess.ThesOrdre,relation,ClassificationSousCategorieServicess,ThesOrdre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieServicess.ThesPicto,relation,ClassificationSousCategorieServicess,ThesPicto,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTableHotess.ID,relation,ClassificationSousCategorieTableHotess,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTableHotess.Ordre,relation,ClassificationSousCategorieTableHotess,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTableHotess.SyndicObjectId,relation,ClassificationSousCategorieTableHotess,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTableHotess.ThesCode,relation,ClassificationSousCategorieTableHotess,ThesCode,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTableHotess.ThesID,relation,ClassificationSousCategorieTableHotess,ThesID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTableHotess.ThesLibelle,relation,ClassificationSousCategorieTableHotess,ThesLibelle,restauration,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTableHotess.ThesOrdre,relation,ClassificationSousCategorieTableHotess,ThesOrdre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTableHotess.ThesPicto,relation,ClassificationSousCategorieTableHotess,ThesPicto,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTerroirs.ID,relation,ClassificationSousCategorieTerroirs,ID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTerroirs.Ordre,relation,ClassificationSousCategorieTerroirs,Ordre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTerroirs.SyndicObjectId,relation,ClassificationSousCategorieTerroirs,SyndicObjectId,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTerroirs.ThesCode,relation,ClassificationSousCategorieTerroirs,ThesCode,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTerroirs.ThesID,relation,ClassificationSousCategorieTerroirs,ThesID,decouverte,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTerroirs.ThesLibelle,relation,ClassificationSousCategorieTerroirs,ThesLibelle,decouverte,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTerroirs.ThesOrdre,relation,ClassificationSousCategorieTerroirs,ThesOrdre,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTerroirs.ThesPicto,relation,ClassificationSousCategorieTerroirs,ThesPicto,decouverte,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTourAffs.ID,relation,ClassificationSousCategorieTourAffs,ID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTourAffs.Ordre,relation,ClassificationSousCategorieTourAffs,Ordre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTourAffs.SyndicObjectId,relation,ClassificationSousCategorieTourAffs,SyndicObjectId,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTourAffs.ThesCode,relation,ClassificationSousCategorieTourAffs,ThesCode,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTourAffs.ThesID,relation,ClassificationSousCategorieTourAffs,ThesID,information_service,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTourAffs.ThesLibelle,relation,ClassificationSousCategorieTourAffs,ThesLibelle,information_service,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTourAffs.ThesOrdre,relation,ClassificationSousCategorieTourAffs,ThesOrdre,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTourAffs.ThesPicto,relation,ClassificationSousCategorieTourAffs,ThesPicto,information_service,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTransAeriens.ID,relation,ClassificationSousCategorieTransAeriens,ID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTransAeriens.Ordre,relation,ClassificationSousCategorieTransAeriens,Ordre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTransAeriens.SyndicObjectId,relation,ClassificationSousCategorieTransAeriens,SyndicObjectId,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTransAeriens.ThesCode,relation,ClassificationSousCategorieTransAeriens,ThesCode,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTransAeriens.ThesID,relation,ClassificationSousCategorieTransAeriens,ThesID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
ClassificationSousCategorieTransAeriens.ThesLibelle,relation,ClassificationSousCategorieTransAeriens,ThesLibelle,transport,feed_specific,object_taxonomy + ref_code,profile_taxonomy_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Family-specific collection name
ClassificationSousCategorieTransAeriens.ThesOrdre,relation,ClassificationSousCategorieTransAeriens,ThesOrdre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
ClassificationSousCategorieTransAeriens.ThesPicto,relation,ClassificationSousCategorieTransAeriens,ThesPicto,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
